,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
0,636092268,2021-02-04 01:58:26.500,33.64162954418605,-118.13370954418605,0.0,184.2,262.0,MSC RAVENNA,IMO9484431,A8ZU8,70.0,1.0,365.0,51.0,16.0,,A
1,338060204,2021-02-04 01:58:26.500,33.72099022563387,-118.27909,0.0,360.0,511.0,,,,,1.0,,,,,A
2,338229302,2021-02-04 01:58:26.500,33.75329431952663,-118.11112,0.0,297.3,511.0,NAUTICAL SMILE,,,37.0,,,,,,B
3,338162425,2021-02-04 01:58:26.500,33.72280977917248,-118.06875,0.0,271.0,511.0,CHELSEA SKYE  TWO,IMO0000000,,37.0,,0.0,0.0,,,B
4,354891000,2021-02-04 01:58:26.500,33.665949344186046,-118.12230978139534,0.1,172.6,269.0,NYK NEBULA,IMO9337640,3ENG6,70.0,1.0,294.0,32.0,13.5,71.0,A
5,310531000,2021-02-04 01:58:26.500,33.73417728033473,-118.17017062761506,0.1,219.0,219.0,EMERALD PRINCESS,IMO9333151,ZCDP8,60.0,1.0,288.0,36.0,8.5,69.0,A
6,338122738,2021-02-04 01:58:26.500,33.72395,-118.28373,0.0,250.0,511.0,FREE SPIRIT,,,37.0,,12.0,,,,B
7,338352671,2021-02-04 01:58:26.500,33.72169979560774,-118.27935959121548,0.0,286.5,511.0,ZORYANA,IMO0000000,,37.0,,0.0,0.0,,,B
8,338366226,2021-02-04 01:58:26.500,33.71637654545455,-118.27787236363635,0.5,344.4,339.0,,,,,0.0,,,,,A
9,235414000,2021-02-04 01:58:26.500,33.705289786046514,-118.12979978604652,0.1,210.1,251.0,EVER ENVOY,IMO9241308,VSQL9,70.0,1.0,300.0,42.0,13.5,,A
10,368048380,2021-02-04 01:58:26.500,33.75135,-118.11023,0.0,302.5,511.0,TAVISH B.,IMO0000000,WDK3754,37.0,,12.0,4.0,,,B
11,566828000,2021-02-04 01:58:26.500,33.69718043255814,-118.11972,0.0,291.0,255.0,WAN HAI 515,IMO9457646,9V7851,70.0,1.0,258.0,37.0,12.8,70.0,A
