,asf_file,image_datetime,date,minLON,minLAT,maxLON,maxLAT,widthpx,heightpx,datetime_lower,datetime_upper,ais_file
0,S1A_IW_GRDH_1SDV_20210106T015004_20210106T015033_036011_04381A_71E9.tif,2021-01-06 01:50:18.500,2021-01-06,-118.41420082828058,33.49096447626246,-117.89201015362191,33.833581925625644,5813,3814,2021-01-06 01:40:18.500,2021-01-06 02:00:18.500,AIS_2021_01_06.csv
1,S1A_IW_GRDH_1SDV_20210118T135238_20210118T135303_036193_043E88_BD9D.tif,2021-01-18 13:52:50.500,2021-01-18,-118.46673366217891,33.427347480457215,-117.83935026774984,33.8969867109949,6984,5228,2021-01-18 13:42:50.500,2021-01-18 14:02:50.500,AIS_2021_01_18.csv
2,S1A_IW_GRDH_1SDV_20210204T015812_20210204T015841_036434_0446E1_2157.tif,2021-02-04 01:58:26.500,2021-02-04,-118.41507587901143,33.49011933775011,-118.02071546928296,33.81423149226043,4390,3608,2021-02-04 01:48:26.500,2021-02-04 02:08:26.500,AIS_2021_02_04.csv
3,S1A_IW_GRDH_1SDV_20210216T015812_20210216T015841_036609_044CFF_DCCD.tif,2021-02-16 01:58:26.500,2021-02-16,-118.41502192066041,33.49006885969531,-118.02102083704558,33.81427084573405,4386,3609,2021-02-16 01:48:26.500,2021-02-16 02:08:26.500,AIS_2021_02_16.csv
4,S1A_IW_GRDH_1SDV_20210518T135239_20210518T135304_037943_047A68_D67F.tif,2021-05-18 13:52:51.500,2021-05-18,-118.46675386857048,33.42729395185466,-117.8393704741414,33.89702301392076,6984,5229,2021-05-18 13:42:51.500,2021-05-18 14:02:51.500,AIS_2021_05_18.csv
5,S1A_IW_GRDH_1SDV_20210628T015816_20210628T015845_038534_048C1A_58FD.tif,2021-06-28 01:58:30.500,2021-06-28,-118.4150265340245,33.49012714947893,-118.01967797748351,33.81441896704608,4401,3610,2021-06-28 01:48:30.500,2021-06-28 02:08:30.500,AIS_2021_06_28.csv
6,S1A_IW_GRDH_1SDV_20210822T015011_20210822T015040_039336_04A543_1E3D.tif,2021-08-22 01:50:25.500,2021-08-22,-118.41454300731033,33.49100287684661,-117.89172351195276,33.8336203262098,5820,3814,2021-08-22 01:40:25.500,2021-08-22 02:00:25.500,AIS_2021_08_22.csv
7,S1A_IW_GRDH_1SDV_20210903T135246_20210903T135311_039518_04AB89_822E.tif,2021-09-03 13:52:58.500,2021-09-03,-118.4668020907975,33.42729357395053,-117.83914920178319,33.89702263601663,6987,5229,2021-09-03 13:42:58.500,2021-09-03 14:02:58.500,AIS_2021_09_03.csv
8,S1A_IW_GRDH_1SDV_20210915T135246_20210915T135311_039693_04B182_5934.tif,2021-09-15 13:52:58.500,2021-09-15,-118.4667809302607,33.42731703673966,-117.83930770430321,33.896956267277346,6985,5228,2021-09-15 13:42:58.500,2021-09-15 14:02:58.500,AIS_2021_09_15.csv
9,S1A_IW_GRDH_1SDV_20210927T135246_20210927T135311_039868_04B77E_B81B.tif,2021-09-27 13:52:58.500,2021-09-27,-118.46672506816826,33.427317784987544,-117.83934167373918,33.897046847053645,6984,5229,2021-09-27 13:42:58.500,2021-09-27 14:02:58.500,AIS_2021_09_27.csv
10,S1A_IW_GRDH_1SDV_20211014T015821_20211014T015850_040109_04BFD5_EE26.tif,2021-10-14 01:58:35.500,2021-10-14,-118.41511589023192,33.490048286044406,-118.02111480661709,33.81425027208314,4386,3609,2021-10-14 01:48:35.500,2021-10-14 02:08:35.500,AIS_2021_10_14.csv
