,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass,LONpx_X2,LATpx_Y2
0,367395280,2021-07-28 01:57:56.500,33.52581109090914,-118.07773127272748,6.6,316.1,317.0,CLEAN OCEAN,IMO9202352,WDE7605,90.0,5.0,44.0,10.0,3.0,90.0,A,241,83
