,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass,LONpx_X2,LATpx_Y2
0,367016050,2021-09-15 13:52:58.500,33.71920866666667,-118.22967133333331,17.4,70.1,511.0,MAKO,,WDC3906,95.0,0.0,14.0,5.0,0.0,95.0,A,79,59
1,371713000,2021-09-15 13:52:58.500,33.710350133333336,-118.22019493333332,0.0,246.4,108.0,CHALLENGE PROCYON,IMO9527403,3EXV7,80.0,1.0,181.0,32.0,12.2,70.0,A,185,157
2,477684600,2021-09-15 13:52:58.500,33.70487433333333,-118.20848133333334,0.2,145.9,135.0,MOUNT ASO,IMO9763631,VROV7,70.0,1.0,183.0,,,70.0,A,315,218
3,538009073,2021-09-15 13:52:58.500,33.7131,-118.20812,0.0,229.0,109.0,TS MANILA,IMO9363429,V7A4280,70.0,1.0,199.0,32.0,9.1,70.0,A,319,127
4,563313000,2021-09-15 13:52:58.500,33.70163720000001,-118.218482,0.0,27.0,119.0,WAN HAI 611,IMO9224506,9V3463,70.0,1.0,284.0,40.0,14.0,70.0,A,204,254
