,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass,LONpx_X2,LATpx_Y2
0,477818000,2021-04-06 13:52:01.500,33.71991166666667,-118.22927766666668,0.1,47.0,49.0,SAGA CREST,IMO9014066,VRWR7,70.0,1.0,199.0,30.0,11.8,70.0,A,83,52
1,235335000,2021-04-06 13:52:01.500,33.69977046666666,-118.21336233333332,0.1,91.0,262.0,EVER EAGLE,IMO9241310,ZNZH6,70.0,1.0,299.0,42.0,13.5,74.0,A,260,276
