,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
0,366745470,2021-03-06 01:47:50,33.75838,-118.18389,0.0,360.0,511.0,RESCUE BOAT 128,IMO0000000,,37.0,,8.0,4.0,,,B
1,416465000,2021-03-06 01:47:50,33.76427,-118.27202,0.0,316.0,199.0,YM UPSURGENCE,IMO9462720,BLHJ,70.0,5.0,333.0,42.0,13.0,,A
2,370739000,2021-03-06 01:47:51,33.75897,-118.21736,0.0,84.9,155.0,GLOBAL SERENITY,IMO9363302,3FMK5,70.0,5.0,177.0,28.0,10.0,79.0,A
3,367709320,2021-03-06 01:47:51,33.72141,-118.28041,0.0,132.5,511.0,QIQI,,WDI5509,37.0,,15.0,,,,B
4,367303000,2021-03-06 01:47:52,33.77645,-118.21076,0.0,360.0,61.0,,,,,0.0,,,,,A
5,367689990,2021-03-06 01:47:52,33.73423,-118.27731,1.0,231.0,511.0,HARBOR KING,,WDI3598,60.0,0.0,18.0,7.0,,60.0,A
6,311000923,2021-03-06 01:47:53,33.69415,-118.2001,0.1,36.9,262.0,,,,,1.0,,,,,A
7,310768000,2021-03-06 01:47:53,33.69554,-118.15038,0.1,181.0,271.0,DUESSELDORF EXPRESS,IMO9143556,ZCEV4,70.0,1.0,293.0,32.0,13.6,,A
8,367762210,2021-03-06 01:47:53,33.71689,-118.27874,0.0,316.8,511.0,ALOHA,,WDJ2837,37.0,,,,,,B
9,367681720,2021-03-06 01:47:53,33.76414,-118.24471,0.0,358.1,511.0,CATALINA DUKE,IMO8986133,WDI2784,60.0,0.0,24.0,7.0,,,A
10,367682160,2021-03-06 01:47:54,33.30436,-118.30754,0.3,360.0,511.0,ANGELS GATE,IMO0000000,WDI2830,30.0,,16.0,12.0,,,B
11,367089760,2021-03-06 01:47:54,33.71343,-118.05526,0.0,0.0,511.0,INAMORATA,,WDC8592,37.0,,12.0,4.0,,,B
12,366760650,2021-03-06 01:47:54,33.73778,-118.20737,4.9,313.5,127.0,LEADER,IMO9188568,WCY8495,31.0,0.0,31.0,10.0,4.3,52.0,A
13,367133160,2021-03-06 01:47:55,33.7674,-118.2176,0.0,109.6,109.0,TECUMSEH,IMO7511503,WTW9257,31.0,0.0,37.0,10.0,4.2,,A
14,566942000,2021-03-06 01:47:56,33.6217,-118.04223,0.0,166.0,272.0,WAN HAI 517,IMO9457660,9V7583,70.0,1.0,259.0,37.0,11.0,70.0,A
15,368078070,2021-03-06 01:47:56,33.46365,-118.04549,9.7,51.4,511.0,THUNDERBIRD,IMO0000000,WDK6786,30.0,,23.0,6.0,,,B
16,367422010,2021-03-06 01:47:56,33.74533,-118.2723,0.0,360.0,511.0,,,,,3.0,,,,,A
17,982463045,2021-03-06 01:47:58,33.75376,-118.19274,0.1,202.0,511.0,T/T ZUIDERDAM 15,,,60.0,,,,,,B
18,338247851,2021-03-06 01:47:59,33.72689,-118.07568,0.0,93.5,511.0,GO TIME,IMO0000000,,30.0,,10.0,4.0,,,B
19,367655460,2021-03-06 01:47:59,33.72318,-118.28027,3.7,353.1,511.0,NATIVE SUN,,WDH8179,60.0,0.0,22.0,7.0,,,A
20,366978720,2021-03-06 01:48:01,33.72198,-118.27003,8.8,149.8,147.0,MILLENNIUM FALCON,IMO9219575,WCZ8082,31.0,0.0,32.0,11.0,4.9,,A
21,477170700,2021-03-06 01:48:01,33.69806,-118.13744,0.1,285.9,265.0,SEA BAY,IMO9439539,VRER9,80.0,1.0,242.0,42.0,15.4,,A
